"League","Year","Season","Type","blueTeamTag","bResult","rResult","redTeamTag","gamelength","bInhibs","bDragons","bBarons","bHeralds","rInhibs","rDragons","rBarons","rHeralds","blueTop","blueTopChamp","blueJungle","blueJungleChamp","blueMiddle","blueMiddleChamp","blueADC","blueADCChamp","blueSupport","blueSupportChamp","redTop","redTopChamp","redJungle","redJungleChamp","redMiddle","redMiddleChamp","redADC","redADCChamp","redSupport","redSupportChamp","Address"
"CBLoL","2017","Summer","Season","PRG","1","0","TSW","31","[[30.066, 'MID_LANE'], [30.298, 'BOT_LANE']]","[[25.305, 'WATER_DRAGON']]","[[27.548]]","[[17.465]]","[]","[[17.562, 'EARTH_DRAGON']]","[]","[]","SkyBart","Rumble","Zuao","Zac","Goku","Leblanc","LUSKKA","Lucian","Professor","Braum","b4dd","Renekton","Danagorn","LeeSin","Krastyel","Galio","Theusma","Twitch","Ceos","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/210254?gameHash=2165a0978ca4031b"
"CBLoL","2017","Summer","Season","CNB","0","1","ITZ","56","[]","[[11.378, 'FIRE_DRAGON']]","[[55.713], [47.014]]","[]","[[45.808, 'BOT_LANE'], [45.951, 'MID_LANE'], [31.495, 'BOT_LANE'], [38.013, 'MID_LANE'], [55.743, 'MID_LANE'], [41.869, 'TOP_LANE'], [36.984, 'BOT_LANE']]","[[49.763, 'ELDER_DRAGON'], [23.811, 'EARTH_DRAGON'], [39.457, 'ELDER_DRAGON'], [17.636, 'EARTH_DRAGON'], [30.078, 'AIR_DRAGON']]","[[38.488], [21.538], [28.986]]","[[14.031]]","Lep","Renekton","Minerva","Ivern","tinowns","Ahri","pbO","Caitlyn","Wos","Karma","Ayel","Poppy","Turtle","LeeSin","Envy","Orianna","micaO","Xayah","Jockster","Rakan","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/210303?gameHash=8750a1a315fc6419"
"CBLoL","2017","Summer","Season","ITZ","1","0","CNB","48","[[47.181, 'MID_LANE']]","[[11.691, 'EARTH_DRAGON'], [18.352, 'AIR_DRAGON']]","[[28.64]]","[[15.318]]","[[40.201, 'BOT_LANE'], [46.026, 'TOP_LANE'], [40.449, 'MID_LANE'], [46.1, 'MID_LANE'], [29.608, 'MID_LANE'], [40.441, 'TOP_LANE'], [29.867, 'BOT_LANE']]","[]","[[44.308], [36.708]]","[]","Ayel","Galio","Shini","Khazix","Envy","Cassiopeia","micaO","Xayah","Jockster","Lulu","Lep","Shen","Minerva","Ivern","tinowns","Leblanc","pbO","Ezreal","Wos","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/210316?gameHash=3e302ac407d64753"
"CBLoL","2017","Summer","Season","ONE","1","0","KST","46","[[37.862, 'MID_LANE'], [43.233, 'MID_LANE'], [40.539, 'TOP_LANE']]","[[23.308, 'EARTH_DRAGON'], [36.814, 'ELDER_DRAGON'], [16.724, 'WATER_DRAGON'], [29.611, 'EARTH_DRAGON']]","[[37.49]]","[]","[]","[[8.719, 'EARTH_DRAGON']]","[[29.702]]","[]","VVvert","Sejuani","4LaN","Olaf","Brucer","Orianna","Absolut","Lucian","RedBert","Lulu","Yang","Galio","Revolta","Graves","takeshi","Syndra","esA","Xayah","Ziriguidun","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/210324?gameHash=cd3b4ef39cbe7f03"
"CBLoL","2017","Summer","Season","KST","0","1","ONE","31","[]","[[12.242, 'FIRE_DRAGON']]","[]","[]","[[29.877, 'BOT_LANE']]","[[19.185, 'EARTH_DRAGON'], [27.788, 'AIR_DRAGON']]","[[26.858]]","[]","Yang","Shen","Revolta","Zac","takeshi","Cassiopeia","esA","Caitlyn","Ziriguidun","Lulu","VVvert","Gangplank","4LaN","Olaf","Brucer","Ahri","Absolut","Lucian","RedBert","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/210330?gameHash=61fa1e5612c50a0e"
"CBLoL","2017","Summer","Season","KST","1","0","CNB","34","[[29.685, 'TOP_LANE']]","[[10.609, 'FIRE_DRAGON'], [30.698, 'WATER_DRAGON'], [17.036, 'FIRE_DRAGON'], [23.868, 'FIRE_DRAGON']]","[]","[]","[]","[]","[]","[[10.943]]","Yang","Kennen","Revolta","Graves","takeshi","Syndra","Juzinho","Lucian","esA","Rakan","Lep","Gragas","Minerva","Ivern","tinowns","Ekko","pbO","Tristana","Wos","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/220074?gameHash=f62d764d54d798d6"
"CBLoL","2017","Summer","Season","CNB","0","1","KST","40","[]","[]","[]","[]","[[39.046, 'TOP_LANE'], [33.089, 'BOT_LANE'], [38.058, 'MID_LANE'], [32.853, 'MID_LANE'], [38.187, 'BOT_LANE']]","[[20.607, 'AIR_DRAGON'], [33.403, 'FIRE_DRAGON'], [26.86, 'EARTH_DRAGON']]","[[30.227], [37.344]]","[]","Lep","Kennen","Minerva","Ivern","Vash","Orianna","pbO","Lucian","Wos","Braum","Yang","Rumble","Revolta","Gragas","takeshi","Taliyah","Juzinho","Ashe","esA","Rakan","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/230083?gameHash=180ca4a88bd89c9d"
"CBLoL","2017","Summer","Season","ITZ","0","1","ONE","39","[[28.149, 'BOT_LANE'], [22.538, 'BOT_LANE']]","[[18.073, 'AIR_DRAGON'], [24.576, 'EARTH_DRAGON'], [30.71, 'FIRE_DRAGON']]","[[26.484]]","[[15.135]]","[[38.108, 'MID_LANE'], [27.339, 'MID_LANE'], [33.051, 'MID_LANE']]","[[37.025, 'ELDER_DRAGON'], [11.526, 'FIRE_DRAGON']]","[[35.676]]","[]","Ayel","Darius","Shini","LeeSin","Envy","Taliyah","micaO","Xayah","Jockster","Thresh","VVvert","Rumble","4LaN","Olaf","Brucer","Orianna","Absolut","Lucian","RedBert","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/220085?gameHash=999dc4baf8d1e1d2"
"CBLoL","2017","Summer","Season","ONE","1","0","ITZ","41","[[36.08, 'TOP_LANE'], [36.398, 'BOT_LANE'], [36.45, 'MID_LANE']]","[[33.161, 'FIRE_DRAGON'], [39.494, 'ELDER_DRAGON']]","[[33.921], [25.754]]","[[13.283]]","[]","[[8.098, 'EARTH_DRAGON'], [20.729, 'FIRE_DRAGON'], [14.352, 'WATER_DRAGON'], [26.906, 'WATER_DRAGON']]","[]","[]","VVvert","Renekton","4LaN","Olaf","Brucer","Ahri","Absolut","Lucian","RedBert","Braum","Ayel","Poppy","Turtle","Elise","Envy","Orianna","micaO","Xayah","Jockster","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/230101?gameHash=325300668866d2a5"
"CBLoL","2017","Summer","Season","TSW","0","1","PNG","29","[]","[]","[]","[]","[[28.16, 'TOP_LANE']]","[[9.201, 'AIR_DRAGON'], [22.468, 'AIR_DRAGON'], [16.102, 'AIR_DRAGON']]","[[26.076]]","[[11.989]]","b4dd","Gragas","Ferchu","LeeSin","Krastyel","Karma","Theusma","Xayah","Ceos","Thresh","Mylon","Renekton","Tay","Khazix","Kami","Taliyah","Matsukaze","Varus","Loop","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/220134?gameHash=a163e522d2e643b0"
"CBLoL","2017","Summer","Season","PNG","1","0","TSW","30","[[29.491, 'BOT_LANE']]","[[8.995, 'FIRE_DRAGON'], [16.698, 'WATER_DRAGON'], [22.892, 'EARTH_DRAGON']]","[[27.06]]","[]","[]","[]","[]","[[19.303]]","Mylon","Rumble","Tay","Khazix","Kami","Syndra","Matsukaze","Jhin","Loop","Braum","b4dd","Renekton","Ferchu","Gragas","Krastyel","Jayce","Theusma","Varus","Ceos","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/230158?gameHash=cb27797632dd44a6"
"CBLoL","2017","Summer","Season","PRG","1","0","RED","47","[[28.398, 'MID_LANE'], [33.974, 'MID_LANE'], [45.84, 'MID_LANE'], [34.867, 'BOT_LANE'], [46.372, 'BOT_LANE']]","[[29.602, 'FIRE_DRAGON'], [23.216, 'AIR_DRAGON']]","[[31.775]]","[[14.107]]","[]","[[36.745, 'ELDER_DRAGON']]","[[40.157]]","[]","SkyBart","JarvanIV","Ranger","Ivern","Goku","Syndra","LUSKKA","Caitlyn","Professor","Karma","Robo","Kled","Nappon","Khazix","tockers","Orianna","brTT RX","Varus","Rhuckz","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/220141?gameHash=7209c408960ae103"
"CBLoL","2017","Summer","Season","RED","1","0","PRG","42","[[41.465, 'MID_LANE']]","[[34.064, 'WATER_DRAGON'], [27.076, 'AIR_DRAGON'], [14.109, 'EARTH_DRAGON']]","[[31.371], [39.689]]","[]","[]","[[20.359, 'AIR_DRAGON']]","[]","[[14.012]]","Robo","Shen","Nappon","Khazix","tockers","Syndra","brTT RX","Kalista","Rhuckz","Thresh","SkyBart","Rumble","Ranger","LeeSin","Goku","Orianna","LUSKKA","Caitlyn","Professor","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/230169?gameHash=34639a8d5f653e77"
"CBLoL","2017","Summer","Season","RED","0","1","ITZ","47","[[30.739, 'TOP_LANE']]","[[25.009, 'WATER_DRAGON'], [18.048, 'WATER_DRAGON']]","[]","[[14.182]]","[[43.336, 'MID_LANE'], [43.528, 'TOP_LANE'], [36.617, 'TOP_LANE'], [43.213, 'BOT_LANE']]","[[11.795, 'EARTH_DRAGON'], [31.294, 'EARTH_DRAGON'], [38.479, 'ELDER_DRAGON']]","[[42.032], [34.868]]","[]","Robo","Rumble","Nappon","Zac","tockers","Syndra","Sacy","Lucian","Dioud","Braum","Ayel","Camille","Shini","Gragas","Envy","Orianna","micaO","Varus","Jockster","Shen","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/220321?gameHash=5238d7faf0d75dcd"
"CBLoL","2017","Summer","Season","ITZ","1","0","RED","37","[[36.542, 'TOP_LANE'], [36.538, 'MID_LANE'], [31.292, 'MID_LANE']]","[[29.225, 'WATER_DRAGON'], [35.582, 'ELDER_DRAGON'], [14.325, 'EARTH_DRAGON']]","[[35.776], [28.368]]","[]","[]","[[23.029, 'AIR_DRAGON']]","[]","[[14.12]]","Ayel","Gragas","Shini","Khazix","Envy","Syndra","micaO","Varus","Jockster","Shen","Robo","JarvanIV","Nappon","LeeSin","tockers","Orianna","brTT RX","Twitch","Dioud","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/230367?gameHash=6cedecfb24a82de5"
"CBLoL","2017","Summer","Season","ONE","0","1","PRG","33","[]","[]","[]","[]","[[32.092, 'MID_LANE'], [27.677, 'TOP_LANE']]","[[19.229, 'FIRE_DRAGON'], [12.898, 'FIRE_DRAGON'], [25.573, 'AIR_DRAGON']]","[[29.798], [22.592]]","[]","VVvert","Renekton","4LaN","Graves","Brucer","Orianna","Absolut","Lucian","RedBert","Thresh","SkyBart","JarvanIV","Zuao","Elise","Goku","Viktor","LUSKKA","Kalista","Professor","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/230376?gameHash=052c2b60d2809057"
"CBLoL","2017","Summer","Season","PRG","1","0","ONE","32","[[28.868, 'MID_LANE'], [28.976, 'BOT_LANE']]","[[14.004, 'AIR_DRAGON'], [27.325, 'EARTH_DRAGON']]","[[23.022]]","[[19.218]]","[]","[[20.668, 'EARTH_DRAGON']]","[]","[]","SkyBart","Fiora","Zuao","LeeSin","Goku","Galio","LUSKKA","Kalista","Professor","Thresh","VVvert","Rumble","4LaN","Khazix","Brucer","Taliyah","Absolut","Ashe","RedBert","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/230383?gameHash=05800594f40c9348"
"CBLoL","2017","Summer","Season","KST","1","0","TSW","48","[[43.993, 'TOP_LANE'], [44.682, 'MID_LANE']]","[[32.008, 'FIRE_DRAGON']]","[[26.683], [39.062]]","[[12.336]]","[]","[[12.511, 'EARTH_DRAGON'], [19.05, 'AIR_DRAGON'], [38.903, 'ELDER_DRAGON'], [25.84, 'AIR_DRAGON']]","[]","[]","Yang","JarvanIV","Revolta","Khazix","takeshi","Syndra","Juzinho","Varus","esA","Trundle","b4dd","Renekton","Ferchu","Nidalee","Krastyel","Orianna","DudsTheBoy","Kalista","Ceos","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/220413?gameHash=82af4c1a3a31a1d8"
"CBLoL","2017","Summer","Season","TSW","0","1","KST","46","[[38.761, 'BOT_LANE'], [37.636, 'MID_LANE'], [44.756, 'BOT_LANE']]","[[24.598, 'WATER_DRAGON']]","[[36.07]]","[]","[[40.799, 'MID_LANE']]","[[39.695, 'ELDER_DRAGON'], [18.193, 'AIR_DRAGON'], [32.33, 'WATER_DRAGON']]","[[28.768], [20.48]]","[[13.366]]","b4dd","Kled","Ferchu","Gragas","Krastyel","Orianna","DudsTheBoy","Kalista","Ceos","TahmKench","Yang","JarvanIV","Revolta","Elise","takeshi","Leblanc","Juzinho","Varus","esA","Bard","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/220423?gameHash=acaacf35b8b66abd"
"CBLoL","2017","Summer","Season","PNG","1","0","CNB","40","[[37.569, 'TOP_LANE'], [39.335, 'MID_LANE']]","[[25.491, 'AIR_DRAGON'], [12.88, 'AIR_DRAGON'], [19.196, 'FIRE_DRAGON'], [31.677, 'AIR_DRAGON']]","[[33.955]]","[[13.221]]","[]","[]","[]","[]","Mylon","JarvanIV","Tay","Khazix","Kami","Syndra","Matsukaze","Varus","Loop","Braum","Lep","Shen","Minerva","Rakan","Vash","Ekko","pbO","Xayah","Wos","Gragas","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/230469?gameHash=6b58a1d7917067a8"
"CBLoL","2017","Summer","Season","CNB","0","1","PNG","29","[]","[]","[]","[]","[[28.229, 'MID_LANE'], [25.588, 'TOP_LANE']]","[[17.82, 'FIRE_DRAGON'], [10.917, 'AIR_DRAGON'], [24.17, 'FIRE_DRAGON']]","[[22.131]]","[[16.201]]","Lep","Kennen","Minerva","Zac","Vash","Jayce","pbO","Xayah","Wos","Shen","Mylon","Kled","Tay","Khazix","Kami","Syndra","Matsukaze","Varus","Loop","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/220436?gameHash=ceaf8f0a3f878134"
"CBLoL","2017","Summer","Season","TSW","0","1","ONE","33","[]","[[13.351, 'EARTH_DRAGON']]","[]","[]","[[30.301, 'MID_LANE'], [30.337, 'TOP_LANE']]","[[25.901, 'EARTH_DRAGON'], [19.543, 'EARTH_DRAGON']]","[[27.984]]","[[10.789]]","b4dd","Gragas","Ferchu","Khazix","Krastyel","Viktor","DudsTheBoy","Kalista","Ceos","Rakan","VVvert","Renekton","4LaN","RekSai","Marf","Cassiopeia","Absolut","Caitlyn","RedBert","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/250053?gameHash=0e7e48c2d8b91a31"
"CBLoL","2017","Summer","Season","ONE","1","0","TSW","35","[[34.127, 'BOT_LANE'], [31.55, 'TOP_LANE'], [27.66, 'MID_LANE']]","[[22.932, 'EARTH_DRAGON'], [16.623, 'WATER_DRAGON']]","[]","[[10.43]]","[]","[]","[[26.222]]","[]","VVvert","JarvanIV","4LaN","Olaf","Marf","AurelionSol","Absolut","Caitlyn","RedBert","Braum","b4dd","Renekton","Ferchu","Gragas","Krastyel","Taliyah","DudsTheBoy","Kalista","Ceos","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/250057?gameHash=23e651b20e7d5cae"
"CBLoL","2017","Summer","Season","RED","1","0","CNB","37","[[34.433, 'TOP_LANE']]","[[18.414, 'EARTH_DRAGON'], [32.664, 'AIR_DRAGON'], [24.989, 'EARTH_DRAGON']]","[[28.704]]","[[15.15]]","[]","[[10.433, 'FIRE_DRAGON']]","[]","[]","Robo","JarvanIV","Nappon","Gragas","tockers","Corki","brTT RX","Kalista","Rhuckz","Shen","Lep","Renekton","Vash","LeeSin","tinowns","Orianna","pbO","Xayah","Visdom","Sion","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/250061?gameHash=e67852fc1c8dd930"
"CBLoL","2017","Summer","Season","CNB","0","1","RED","36","[[33.271, 'BOT_LANE']]","[]","[]","[[15.802]]","[[35.136, 'MID_LANE']]","[[30.217, 'AIR_DRAGON'], [9.898, 'EARTH_DRAGON'], [17.219, 'FIRE_DRAGON'], [23.488, 'EARTH_DRAGON']]","[[25.989], [33.174]]","[]","Lep","Fiora","Vash","LeeSin","tinowns","Taliyah","pbO","Lucian","Visdom","Rakan","Robo","JarvanIV","Nappon","Gragas","tockers","Viktor","brTT RX","Kalista","Rhuckz","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/240082?gameHash=02c9b7d916fcf2c4"
"CBLoL","2017","Summer","Season","KST","0","1","PRG","32","[]","[]","[]","[]","[[27.811, 'MID_LANE'], [30.928, 'TOP_LANE']]","[[16.344, 'WATER_DRAGON'], [22.594, 'FIRE_DRAGON'], [29.15, 'AIR_DRAGON']]","[[28.412]]","[[11.968]]","Yang","Gnar","Revolta","Elise","takeshi","Cassiopeia","Juzinho","Lucian","Ziriguidun","Lulu","SkyBart","Renekton","Ranger","Olaf","Goku","Leblanc","LUSKKA","Ashe","Professor","Shen","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/240118?gameHash=6155301e991e1904"
"CBLoL","2017","Summer","Season","PRG","0","1","KST","27","[]","[]","[]","[]","[[26.145, 'TOP_LANE'], [25.777, 'MID_LANE'], [25.119, 'BOT_LANE']]","[[15.818, 'EARTH_DRAGON']]","[[22.161]]","[[18.356]]","SkyBart","Gragas","Ranger","LeeSin","Goku","Lucian","LUSKKA","Caitlyn","Professor","Camille","Yang","Fiora","Revolta","Elise","takeshi","Syndra","Juzinho","Ashe","esA","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/250088?gameHash=3578161a023ef7b0"
"CBLoL","2017","Summer","Season","ITZ","1","0","PNG","54","[[40.557, 'MID_LANE'], [52.796, 'MID_LANE']]","[[28.024, 'FIRE_DRAGON']]","[[42.545], [25.566]]","[]","[[44.981, 'BOT_LANE'], [51.953, 'TOP_LANE'], [41.8, 'TOP_LANE'], [41.669, 'MID_LANE']]","[[36.206, 'AIR_DRAGON'], [15.626, 'AIR_DRAGON'], [9.345, 'WATER_DRAGON'], [21.891, 'AIR_DRAGON'], [42.659, 'ELDER_DRAGON']]","[[35.275]]","[[12.64]]","Ayel","Camille","Turtle","Olaf","Envy","Syndra","micaO","Varus","Jockster","Braum","Mylon","JarvanIV","Tay","Elise","Kami","Karma","Matsukaze","Xayah","Loop","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/240129?gameHash=1872523ebb32ec82"
"CBLoL","2017","Summer","Season","PNG","1","0","ITZ","46","[[44.104, 'MID_LANE'], [37.136, 'MID_LANE'], [28.264, 'TOP_LANE'], [43.92, 'TOP_LANE'], [44.782, 'BOT_LANE']]","[[16.133, 'WATER_DRAGON'], [41.903, 'ELDER_DRAGON'], [35.275, 'AIR_DRAGON'], [22.602, 'WATER_DRAGON']]","[[25.713]]","[]","[]","[[9.052, 'FIRE_DRAGON'], [28.884, 'AIR_DRAGON']]","[[37.128]]","[[14.292]]","Mylon","Kled","Tay","Elise","Kami","Syndra","Matsukaze","Varus","Loop","Braum","Ayel","Riven","Turtle","Olaf","Envy","Lucian","micaO","Caitlyn","Jockster","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/240135?gameHash=0ab6450e2a2cb767"
"CBLoL","2017","Summer","Season","KST","0","1","RED","37","[]","[[17.257, 'FIRE_DRAGON']]","[]","[[10.726]]","[[33.793, 'MID_LANE']]","[[24.335, 'EARTH_DRAGON']]","[[32.83]]","[]","Yang","Kennen","Revolta","RekSai","takeshi","Corki","Juzinho","Ashe","esA","Nautilus","Robo","Rumble","Nappon","Gragas","tockers","Syndra","brTT RX","Jhin","Rhuckz","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/240233?gameHash=c14d563a9a803510"
"CBLoL","2017","Summer","Season","RED","0","1","KST","37","[]","[[27.542, 'EARTH_DRAGON']]","[]","[]","[[33.277, 'TOP_LANE'], [33.479, 'BOT_LANE']]","[[21.091, 'WATER_DRAGON'], [12.758, 'WATER_DRAGON']]","[[26.547]]","[]","Robo","Kennen","Nappon","RekSai","tockers","Orianna","brTT RX","Tristana","Rhuckz","Braum","Yang","Lucian","Revolta","Graves","takeshi","Taliyah","Juzinho","Ashe","esA","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/250219?gameHash=d19fa2de6db09478"
"CBLoL","2017","Summer","Season","CNB","0","1","ONE","44","[]","[[16.741, 'AIR_DRAGON'], [22.981, 'FIRE_DRAGON'], [9.197, 'EARTH_DRAGON']]","[]","[[13.691]]","[[43.128, 'BOT_LANE'], [41.268, 'TOP_LANE'], [41.082, 'MID_LANE']]","[[39.652, 'ELDER_DRAGON'], [33.428, 'AIR_DRAGON']]","[[21.087], [38.035], [30.924]]","[]","Lep","JarvanIV","Vash","LeeSin","tinowns","Leblanc","pbO","Varus","Visdom","Thresh","VVvert","Camille","4LaN","Elise","Marf","Cassiopeia","Absolut","Kalista","RedBert","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/250227?gameHash=95ea8608896483d3"
"CBLoL","2017","Summer","Season","ONE","1","0","CNB","31","[[24.607, 'BOT_LANE'], [29.771, 'MID_LANE'], [28.853, 'TOP_LANE'], [29.856, 'BOT_LANE']]","[[17.225, 'FIRE_DRAGON'], [23.668, 'FIRE_DRAGON'], [10.547, 'FIRE_DRAGON']]","[[27.524]]","[[13.093]]","[]","[]","[]","[]","VVvert","Riven","4LaN","Elise","Brucer","Galio","Absolut","Varus","RedBert","Braum","Lep","Fiora","Vash","LeeSin","tinowns","Viktor","pbO","Kalista","Visdom","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/250235?gameHash=a4dfe38bdb53448c"
"CBLoL","2017","Summer","Season","ITZ","1","0","TSW","27","[[26.552, 'BOT_LANE']]","[[16.925, 'AIR_DRAGON']]","[[25.954]]","[[13.452]]","[]","[[24.592, 'EARTH_DRAGON']]","[]","[]","Ayel","Fiora","Turtle","Elise","Envy","Syndra","micaO","Ashe","Jockster","Braum","b4dd","Gragas","Ferchu","XinZhao","Krastyel","Corki","Theusma","Tristana","Ceos","Camille","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/240288?gameHash=7f02649f687e64ab"
"CBLoL","2017","Summer","Season","TSW","0","1","ITZ","24","[]","[]","[]","[]","[[22.546, 'TOP_LANE']]","[[20.321, 'FIRE_DRAGON'], [13.654, 'FIRE_DRAGON'], [7.025, 'FIRE_DRAGON']]","[[21.71]]","[]","b4dd","Renekton","Danagorn","Elise","Krastyel","Cassiopeia","DudsTheBoy","Tristana","Ceos","Braum","Ayel","Kled","Shini","LeeSin","Envy","Orianna","micaO","Varus","Jockster","Bard","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/240292?gameHash=2b0c67ff663ace67"
"CBLoL","2017","Summer","Season","PNG","1","0","PRG","31","[[25.853, 'MID_LANE'], [30.178, 'BOT_LANE']]","[[29.235, 'FIRE_DRAGON'], [23.146, 'WATER_DRAGON'], [7.875, 'FIRE_DRAGON']]","[[27.89]]","[]","[]","[[16.848, 'FIRE_DRAGON']]","[]","[]","Mylon","Rumble","Tay","Khazix","Kami","Malzahar","Matsukaze","Caitlyn","Loop","Thresh","SkyBart","Kled","Zuao","Zac","Goku","Syndra","LUSKKA","Kalista","Professor","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/250307?gameHash=217d1e6ab85a3eeb"
"CBLoL","2017","Summer","Season","PRG","1","0","PNG","40","[[30.556, 'MID_LANE'], [38.882, 'MID_LANE']]","[]","[]","[]","[]","[[18.782, 'FIRE_DRAGON'], [11.92, 'AIR_DRAGON'], [25.123, 'EARTH_DRAGON'], [31.351, 'FIRE_DRAGON']]","[[28.261]]","[]","SkyBart","Galio","Ranger","Gragas","Goku","Syndra","LUSKKA","Ashe","Professor","Rakan","Mylon","Rumble","Tay","LeeSin","Kami","Karma","Matsukaze","Varus","Loop","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/240300?gameHash=5c02825e97e08871"
"CBLoL","2017","Summer","Season","PNG","1","0","KST","50","[[48.985, 'BOT_LANE']]","[[11.023, 'AIR_DRAGON'], [24.224, 'AIR_DRAGON']]","[[48.44]]","[[14.005]]","[[40.454, 'MID_LANE']]","[[30.85, 'AIR_DRAGON'], [37.75, 'ELDER_DRAGON'], [17.714, 'WATER_DRAGON']]","[[39.494]]","[]","Mylon","JarvanIV","Tay","Khazix","Kami","Syndra","Matsukaze","KogMaw","Loop","Trundle","Yang","Camille","Revolta","Sejuani","takeshi","Corki","Juzinho","Xayah","esA","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/260205?gameHash=0425085eb16a22c4"
"CBLoL","2017","Summer","Season","KST","1","0","PNG","35","[[29.698, 'BOT_LANE']]","[[24.616, 'FIRE_DRAGON'], [30.832, 'EARTH_DRAGON'], [11.614, 'EARTH_DRAGON']]","[[26.642]]","[]","[]","[[18.116, 'FIRE_DRAGON']]","[]","[]","Yang","JarvanIV","Revolta","Zac","takeshi","Cassiopeia","Juzinho","Varus","esA","Trundle","Mylon","Kled","Tay","Sejuani","Kami","Viktor","Matsukaze","Xayah","Loop","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/260206?gameHash=3e76a06516215a83"
"CBLoL","2017","Summer","Season","PRG","0","1","ITZ","32","[]","[]","[]","[]","[[27.377, 'BOT_LANE'], [29.301, 'MID_LANE'], [26.693, 'TOP_LANE'], [22.013, 'MID_LANE']]","[[29.807, 'WATER_DRAGON'], [13.566, 'EARTH_DRAGON'], [22.571, 'WATER_DRAGON']]","[[24.726]]","[[11.66]]","SkyBart","Galio","Zuao","Sejuani","Goku","Taliyah","LUSKKA","Ashe","Professor","Alistar","Ayel","Renekton","Shini","Gragas","Envy","Corki","micaO","Varus","Jockster","Shen","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/260222?gameHash=0912e53df6510453"
"CBLoL","2017","Summer","Season","ITZ","1","0","PRG","33","[[30.104, 'BOT_LANE']]","[[26.568, 'EARTH_DRAGON'], [20.331, 'FIRE_DRAGON']]","[]","[[12.873]]","[]","[[14.184, 'WATER_DRAGON']]","[[29.9]]","[]","Ayel","Fiora","Shini","Khazix","Envy","Syndra","micaO","Xayah","Jockster","Shen","SkyBart","Rumble","Zuao","RekSai","Goku","Taliyah","LUSKKA","Varus","Professor","Rakan","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/270176?gameHash=fd572498f66fe353"
